Link,Titulo,Cuerpo,Autor,Fecha
https://cnnespanol.cnn.com/2020/09/29/20-companias-de-bomberos-atienden-incendio-en-santiago-de-chile/,20 compañías de bomberos atienden incendio en Santiago de Chile,"['(CNN Español) — El Cuerpo de Bomberos de Santiago de Chile informó la madrugada de este martes sobre un incendio en General de la Lastra con Nueva Rengifo, en el área de Recoleta.', 'A través de su cuenta verificada en Twitter, el Cuerpo de Bomberos dijo que 20 compañías de tragafuegos y 22 maquinas atienden el siniestro.', 'Las autoridades no reportan heridos por el momento.']",['Gerardo Lemos'],['2020/09/29']
https://cnnespanol.cnn.com/video/continua-el-toque-de-queda-en-varias-ciudades-de-chile/,Continúa el toque de queda en varias ciudades de Chile,"['Aumenta a 11 el número de muertos en las violentas protestas de los recientes días en Chile. Hay 67 carabineros lesionados y 819 personas detenidas, según información oficial. El presidente Sebastián Piñera dijo la noche del domingo que Chile enfrenta una guerra contra un enemigo poderoso e implacable que no respeta a nada ni a nadie. Este lunes el jefe de la Defensa Nacional, el general Javier Iturriaga, expresó que no está en guerra con nadie. LEE:\xa0Aeropuerto de Santiago de Chile afectado por las manifestaciones']",['Cristopher Ulloa'],['2019-10-21']
https://cnnespanol.cnn.com/2019/10/20/alerta-chile-peruano-entre-los-fallecidos-en-protestas/,Peruano entre los fallecidos en protestas en Chile,"['(CNN Español) —\xa0El Gobierno peruano informó en un comunicado este domingo que un hombre de 38 años falleció “durante los recientes hechos acaecidos en Chile”.', '“El Consulado General del Perú en Santiago se encuentra siguiendo el caso en coordinación con las autoridades locales, y brindará el apoyo correspondiente a los familiares de la víctima”, indica el texto.', 'MIRA:\xa0Plaza Italia vuelve a ser centro de protestas y enfrentamientos en Chile', 'El domingo, la intendenta de la Región Metropolitana, Karla Rubilar, confirmó que se registraron tres muertos durante un incendio provocado en un supermercado en el sur de Santiago durante la noche del sábado. Se desconoce si el fallecido de Perú está incluido en este conteo.', 'El ministro del interior de Chile, Andrés Chadwick, informó este domingo que en el país se han registrado 103 «eventos graves» y que se han arrestado a más de 700 personas en las últimas horas.', 'Al menos tres personas han muerto.', 'MIRA:\xa0Gobierno de Chile confirma tres muertos tras jornadas de protestas y violencia por alza del paisaje', 'El presidente de Chile, Sebastián Piñera, se dirigió este domingo al país y dijo que había enviado el Congreso un proyecto de ley que permitiría suspender el incremento de tarifas del metro, lo que causó las protestas en Chile.', 'El presidente también informó que se había establecido estado de emergencia en 5 regiones de Chile.Perú']",['CNN en Español'],['2019/10/20']
https://cnnespanol.cnn.com/video/chile-sebastian-pinera-extiende-estado-catastrofe-covid-19-cnn-redaccion-buenos-aires/,Sebastián Piñera extiende medidas para evitar rebrote de covid-19 en Chile,"['El presidente de Chile, Sebastián Piñera, anunció que se extiende el estado de catástrofe por 90 días más, como parte de las medidas para tratar de evitar un rebrote de covid-19 en Chile. Cristopher Ulloa nos tiene los detalles desde Santiago.']",['Nacho Girón'],['2020-12-03']
https://cnnespanol.cnn.com/video/daniel-zovatto-plebiscito-nacional-chile-2020-nueva-constitucion-pinochet-democracia-aristegui/,Daniel Zovatto explica los pasos a seguir para que Chile logre una nueva Constitución,"['El director regional para América Latina y el Caribe de International IDEA, Daniel Zovatto, explica el significado del plebiscito nacional de Chile que se celebró el domingo y en el que la mayoría de los ciudadanos aprobó cambiar la Constitución del país. El especialista también detalla el proceso que deberá llevarse a cabo para que Chile cuente con una nueva Constitución.']",['Carmen Aristegui'],['2020-10-26']
https://cnnespanol.cnn.com/video/se-pincho-el-modelo-chileno-maduro-oppenheimer-teodoro-ribera-videocolumna-pkg/,Ribera: La gente que protesta no quiere que Chile sea socialista,"['Teodoro Ribera, canciller de Chile, conversó con Andrés Oppenheimer sobre la crisis social que se vive en ese país. Ribera asegura que se puede hacer un cambio social en el país pues se cuenta con los recursos necesarios, ya que Chile tiene una económica en crecimiento.']",['Andrés Oppenheimer'],['2019-11-21']
https://cnnespanol.cnn.com/video/chile-crisis-protesta-constitucion-violencia-derechos-humanos-gobierno-carmen-aristegui/,El contexto en el que Chile perfila una nueva Constitución,"['La periodista Mónica González celebra que las protestas ciudadanas en Chile estén llevando a un proceso para crear una nueva Constitución, algo que se creía impensable y que gracias al estallido social de diversos sectores finalmente parece concretarse. Por su parte, Claudio Nash, catedrático de Derechos Humanos de la Universidad de Chile, explica que el elemento distintivo de estas protestas ha sido las violaciones a los derechos humanos y el uso indiscriminado de la fuerza. Por ejemplo, Nash considera que el uso de perdigones contra manifestantes es una política de terror. MIRA:\xa0Chile logra histórico acuerdo rumbo a una nueva Constitución']",['Carmen Aristegui'],['2019-11-15']
https://cnnespanol.cnn.com/2020/04/27/alerta-chile-manifiesta-profunda-extraneza-ante-comentarios-del-presidente-de-argentina/,Chile manifiesta “profunda extrañeza” ante comentarios del presidente de Argentina,"['(CNN Español) —\xa0 La Cancillería de Chile citó este domingo al encargado de Negocios de Argentina Carlos Mascías para manifestarle su “profunda extrañeza”\xa0antelos comentarios\xa0del\xa0presidente Alberto Fernández en una videoconferencia del Grupo de Puebla con políticos chilenos el viernes.', '“Lo que estoy viendo ahora en Chile me pone muy contento […] A amigos del socialismo, amigos demócrata cristianos; ver amigas del comunismo,me pone muy contento porque eso es lo que le hace falta a Chile, que vuelvan a unirse, que zanjen diferencias para poder recuperar el poder en favor de los chilenos”, dijo Fernández según un comunicado de prensa del grupo. Para el gobierno chileno, estos comentarios «constituyen una injerencia en los asuntos internos” de este país.', 'Según un comunicado de la Presidencia de Argentina, el Grupo de Puebla es “un foro político y académico integrado por representantes políticos progresistas, fundado el 12 de julio de 2019 en la ciudad mexicana que da nombre al espacio”.', 'El gobierno del presidente Sebastián Piñera enfrentó meses de protestas opositoras desde octubre de 2019 que mermaron por la pandemia de coronavirus. Las movilizaciones dejaron al menos una treintena de muertos, miles de heridos y daños a numerosa infraestructura y comercios.', '“Chile mantiene su disposición a continuar trabajando por intereses comunes en el marco de un diálogo positivo y respetuoso entre ambospaíses”,\xa0afirma\xa0el comunicado del Ministerio de Relaciones Exteriores.']",['Florencia Trucco'],['2020/04/27']
https://cnnespanol.cnn.com/video/chile-descontento-social-diferencia-ingresos-economia-alejandro-ruelas-gossi-fuentes-confiables-entrevista/,¿Por qué hay tanto descontento social en Chile?,"['Alejandro Ruelas-Gossi, profesor de la Universidad de Miami, comenta cómo el contraste económico en Chile ha causado descontento social, y explica que solo algunos en la nación son beneficiados bajo el gobierno actual de Sebastián Piñera.']",['José Manuel Rodríguez'],['2020-03-13']
https://cnnespanol.cnn.com/video/chile-marco-enriquez-ominami-pinera-militares-gobierno-perspectivas-buenos-aires-cnnee/,Marco Enríquez-Ominami: «En Chile no gobierna el presidente»,"['Marco Enríquez-Ominami, excandidato a la presidencia de Chile se refirió a los incidentes que están sucediendo en su país y aseguró que hay una solución. Indicó que «en Chile no gobierna el presidente, cogobierna con los militares, y nunca los militares son buenos gobernando».']",['Iván Pérez Sarmenti'],['2019-11-08']
https://cnnespanol.cnn.com/video/querella-pinera-derechos-humanos-cafe-cnne/,Denuncian a Sebastián Piñera por violación de derechos humanos en Chile,"['Un grupo de abogados presentó una querella contra el presidente de Chile, Sebastián Piñera, por presunta violación de los derechos humanos durante las protestas. Según el Instituto Nacional de Derechos Humanos de Chile, hay 5.012 detenidos y 20 fallecidos como resultados de las manifestaciones que comenzaron el 17 de octubre.']",['Jennifer Montoya'],['2019-11-07']
https://cnnespanol.cnn.com/video/chile-expectativa-medidas-economicas-pinera-edwards-protestas-paz-portafolio-global-cnnee/,Chile: expectativa por medidas económicas de Piñera,"['El gobierno de Sebastián Piñera anunciará medidas económicas el 2 de diciembre. ¿De qué tamaño deben ser para sosegar el descontento social? Gabriela Frías lo analiza con el economista Sebastián Edwards, profesor de la Universidad de California.']",['Gabriela Frías'],['2019-11-29']
https://cnnespanol.cnn.com/video/chile-crisis-sociopolitica-protestas-gobierno-medidas-transporte-carga-patricio-navia-intv-gonzalez-dinero/,Chile: ¿hacia una mayor crisis sociopolítica?,"['Mientras que el gobierno se apresura a aprobar medidas contra la violencia, la Confederación de Nacional del Transporte de Carga manifestó una inminente paralización de sus actividades debido a la que describen como una toma impune de carreteras. La discusión con Patricio Navia, profesor de Ciencias Políticas de la Universidad Diego Portales.']",['CNN Español'],['2019-11-27']
https://cnnespanol.cnn.com/video/coronavirus-chile-pandemia-muerte-perspectivas-buenos-aires-cnnee/,La peor semana de la pandemia de coronavirus en Chile,"['Chile registró más de 20 muertos por coronavirus en cada uno de los últimos cinco días. En los dos meses anteriores, el país nunca había pasado esa cifra de fallecidos. Hasta este lunes, hay más de 46.000 infectados y 478 muertos, según el Gobierno chileno.']",['Juan Pablo Varsky'],['2020-05-18']
https://cnnespanol.cnn.com/video/ecuador-economia-ajuste-economico-lenin-moreno-portafolio-global-cnnee/,¿Qué lección le deja Chile a Ecuador?,"['Tras las protestas en Chile, ¿qué lección podría aprender Ecuador? En momentos en que los ciudadanos dicen no más, ¿es posible el ajuste económico que intenta implementar el Gobierno de Lenín Moreno? Gabriela Frías se lo preguntó al ministro de Economía y Finanzas de Ecuador, Richard Martínez.']",['Gabriela Frías'],['2019-11-06']
https://cnnespanol.cnn.com/video/se-registran-incendios-en-chile-en-medio-de-las-protestas/,Se registran incendios en Chile en medio de las protestas,"['Hay manifestaciones en el centro de Santiago de Chile, en donde hubo enfrentamientos e incendios.']",['Guillermo Arduino'],['2019-11-12']
https://cnnespanol.cnn.com/video/chile-protestas-vandalismo-protestas-pkg-digital-original/,Las protestas en Santiago de Chile dejan destrozos,"['Al menos 15 personas han fallecido y comercios han sido vandalizados tras varias jornadas de protestas en Santiago de Chile y el resto del país. Once de las muertes ocurrieron en la región metropolitana. El subsecretario del Interior de Chile, Rodrigo Ubilla, dijo que las muertes están «asociadas a quemas y saqueos»']",['CNN Español'],['2019-10-22']
https://cnnespanol.cnn.com/2020/09/01/registran-8-sismos-en-menos-de-tres-horas-en-el-oceano-pacifico-en-chile/,Registran varios sismos en cuestión de horas en el océano Pacífico en Chile,"['(CNN Español) — Al menos ocho sismos de alta intensidad se registraron esta noche en el océano Pacífico en Chile, según el Servicio Geológico de Estados Unidos (USGS, por sus siglas en inglés).', 'La Oficina Nacional de Emergencia del Ministerio del Interior y Seguridad Pública en Chile (ONEMI) informó a través de su cuenta verificada de Twitter que hasta ahora no se han reportado daños ni heridos.', 'De acuerdo con el Servicio Hidrográfico y Oceanográfico de la Armada de Chile (SHOA), «las características del sismo NO reúnen las condiciones necesarias para generar un tsunami en las costas de Chile».', 'El primer movimiento fue registrado al noroeste de la ciudad de Vallenar con magnitud de 6,8 con profundidad de 23 kilómetros, seguido por una replica de 6,3 con profundidad de 17 kilómetros.', 'Luego siguieron replicas de magnitud 5,5 con profundidad de 16,3 kilómetros; 5,4 con profundidad de 19,8 kilómetros, y 5,1 con profundidad de 17,6 kilómetros.', 'Tras estas replicas de alta intensidad le siguieron otras, de 4,8 a 26,7 kilómetros de profundidad; 4,7 a 17,7 kilómetros de profundidad, y 4,6 a 23,2 kilómetros de profundidad.', 'Las autoridades chilenas continúan con el monitoreo y han informado que seguirán replicas de menor intensidad en el transcurso del día.']",['Gerardo Lemos'],['2020/09/01']
https://cnnespanol.cnn.com/video/chile-protestas-economia-malestar-social-sebastian-pinera-portafolio-global-cnnee/,"Chile, ¿cómo subsanar el malestar social?","['En Chile continúan las protestas en contra de la desigualdad y el modelo económico del país. ¿Qué cambios se deben realizar para corregir los problemas socioeconómicos del país? Gabriela Frías lo analiza con Sebastián Edwards, economista de la Universidad de California.']",['Gabriela Frías'],['2019-10-25']
https://cnnespanol.cnn.com/video/alejandra-matus-plebiscito-nacional-chile-2020-nueva-constitucion-pinochet-democracia-aristegui/,"El significado que tiene para Chile el plebiscito nacional de 2020, según Alejandra Matus","['El resultado del plebiscito nacional que se llevó a cabo en Chile el domingo, y en el que se decidió la creación de una nueva Constitución, arroja que la ciudadanía quiere una democracia de verdad, dice la periodista chilena Alejandra Matus. La también escritora agrega que si bien Chile es oficialmente un país bajo un régimen democrático, el poder se concentra en un grupo muy pequeño.']",['Carmen Aristegui'],['2020-10-26']
https://cnnespanol.cnn.com/video/manifestaciones-protestas-chile-heridos-carabineros-aniversario-estallido-social-mirador-mundial-rafael-romo-ulloa-cristopher-live-cnnee/,Las manifestaciones en Chile de este domingo dejan 18 policías heridos,"['En Chile, se registraron algunos incidentes luego que manifestantes volvieron a salir a las calles al conmemorarse un año del inicio de las protestas, que solo se interrumpieron por la pandemia. En el correr de la tarde las marchas se pusieron algo más violentas y tuvo que intervenir el cuerpo de carabineros. Al menos 18 policías resultaron heridos. Cristopher Ulloa nos cuenta los últimos detalles desde Santiago de Chile.']",['Cristopher Ulloa'],['2020-10-18']
https://cnnespanol.cnn.com/video/chile-acuerdo-historico-nueva-constitucion-perspectivas-buenos-aires-cnnee/,Chile logra histórico acuerdo rumbo a una nueva Constitución,"['Se logró un histórico acuerdo en Chile. El oficialismo y la oposición anunciaron que comenzarán el proceso para cambiar la Constitución, creada durante el régimen militar de Augusto Pinochet. En abril de 2020 se hará un plebiscito para que la ciudadanía vote si quiere una nueva Carta Magna y qué tipo de órgano debe redactarla. MIRA:\xa0Cámara de Comercio: Chile perderá hasta 200.000 empleos si la crisis social no se resuelve pronto']",['Juan Pablo Varsky'],['2019-11-15']
https://cnnespanol.cnn.com/2020/10/24/podra-una-nueva-constitucion-resolver-los-viejos-problemas-de-chile/,¿Podrá una nueva constitución resolver los viejos problemas de Chile?,"['(CNN) — Para ser un país en paz, Chile ha experimentado muchos disturbios recientes. Se incendiaron iglesias y cientos fueron arrestados durante las protestas en la capital, Santiago, el fin de semana pasado, casi un año después de que al menos 26 personas murieran en feroces enfrentamientos por un aumento de las tarifas de tránsito.', 'Los disturbios han sacudido a un país aclamado por el Banco Mundial como «una de las economías de más rápido crecimiento de América Latina», pero donde hay una ira profundamente arraigada por las políticas gubernamentales que se considera que favorecen a los ricos.', 'Este es el ambiente turbulento para el referendo del domingo que decide si el país debe reemplazar su constitución de 40 años, escrita durante la dictadura de Augusto Pinochet.', 'Patricio Navia, profesor de Estudios Latinoamericanos y Caribeños de la Universidad de Nueva York, nacido en Chile, dijo que muchos chilenos encuentran inaceptable ser gobernados por un documento escrito durante uno de los capítulos más oscuros de la historia de Chile.', '«Es como alguien que tiene una casa hermosa, pero ya no la quiere porque fue construida por un padre que fue un violador. No es que la casa esté mal. Es que la construyó ese padre», dijo.', '«Escribir una nueva constitución es un acto de expiación», comenta Navia. «Dado que los chilenos no pudieron encarcelar a Pinochet por violaciones de derechos humanos, ahora quieren anular la constitución como una especie de juicio histórico en su contra».', 'Pinochet murió a los 91 años en 2006, sin haber sido condenado por ningún delito. Sin embargo, los opositores dicen que más de 3.000 personas murieron como consecuencia de la violencia política bajo su gobierno, especialmente durante la «Operación Cóndor», una campaña contra los disidentes políticos a mediados de la década de 1970, incluidos muchos cuyos cuerpos o destinos nunca se han conocido. Muchos miles más fueron torturados en centros de detención secretos o intimidados hasta el exilio.', '¿Por qué los chilenos protestan hoy? El Banco Mundial señaló que el «sólido marco macroeconómico» del país le ha permitido a Chile reducir el número de personas que viven en la pobreza del 30% en 2000 al 3,7% en 2017. Pero, según los analistas que hablaron con CNN, la desigualdad generalizada ha producido un profundo resentimiento entre los marginados e incapaces de compartir las riquezas del país. La OCDE informó en 2018 que la brecha de desigualdad de ingresos era más de un 65% más amplia que el promedio de la organización «con una de las proporciones más altas» entre el ingreso promedio del 10% más rico y el 10% más pobre.', '«No solo no van a recibir un trozo del pastel, ni siquiera han sido invitados a la fiesta», señaló Navia. «Y la exigencia de una nueva constitución es precisamente eso, una exigencia de ser invitado al partido».', 'La creación de una nueva constitución fue adoptada por los primeros líderes de izquierda después de la caída de la dictadura militar en 1990. El presidente Ricardo Lagos promovió las mayores reformas en 2005, y la constitución actual incluye más de 250 enmiendas, y los candidatos presidenciales primero discutieron seriamente la idea de un referendo en la campaña de 2009.', '«El actual tiene un serio problema de legitimidad», dijo Gabriel Boric, uno de los legisladores de izquierda que presionó por un referendo. «Por un lado, tenemos necesidades sociales apremiantes como pensiones, reducir los salarios de los legisladores, aumentar los impuestos a los ricos, congelar el costo de los servicios públicos. Por otro lado, hay una pregunta más profunda sobre la nivelación del campo de juego. ¿Cuál es el marco común que nos gobierna a todos? »', 'Más de 14,8 millones de chilenos son elegibles para votar el domingo y varias encuestas muestran que al menos el 70% está a favor de redactar una nueva constitución. Si se aprueba, llevará más de un año terminar de escribir el nuevo texto.', 'Los chilenos no solo deciden si obtienen una nueva constitución, sino quién la redacta y cómo. Si, como se espera, se aprueba la creación de una nueva constitución, se elegiría una asamblea constitucional en abril de 2021 al mismo tiempo que se espera que se celebren las elecciones municipales y regionales.', 'La gente se manifiesta en contra de cambiar la constitución en Santiago el 21 de octubre.', 'Para Camila Vallejo, miembro del Partido Comunista de la Cámara de Diputados y exlíder estudiantil, escribir una nueva constitución tiene que ver con la justicia social.', '«No se trata solo de educación y salud, sino también del alto costo de las facturas de electricidad, el costoso combustible y el transporte público. Chile es el único país del mundo donde el agua está completamente privatizada. Tenemos un modelo neoliberal extremo que ha profundizado la desigualdad», le dijo Vallejo a Cenital, un sitio web de noticias chileno.', 'Pero otros dicen que escribir una nueva constitución puede no ser la mejor manera de resolver los problemas de Chile, que son similares a los desafíos que enfrentan otros países latinoamericanos, incluida la falta de crecimiento sostenible, la escasa creación de empleo y la desigualdad endémica.', 'Pedro Pizano, un miembro legal de interés público del Instituto McCain para el Liderazgo Internacional, comenta que deshacerse de la constitución actual es «no solo una mala idea, también es una forma terrible de tratar de lograr el cambio que muchos chilenos desean».', 'El analista nacido en Colombia dice que su propio país intentó este experimento en 1991, reuniendo a 100 personas para redactar una nueva constitución en cinco meses con resultados mixtos.', 'Todo lo que quieren los chilenos, dijo Pizano, «se puede abordar con enmiendas como la que hemos hecho en Estados Unidos en lugar de reescribir todo el texto».', '«¿Se puede crear prosperidad y equidad desde una pizarra en blanco? ¿Por qué Estados Unidos no ha cambiado su propia constitución a pesar de que la hemos enmendado 27 veces? Israel y el Reino Unido no tienen constituciones escritas. Sin embargo, de alguna manera son ejemplos de países liberales, democráticos. Y eso es lo que queremos», dijo Pizano, señalando que la constitución mejor redactada no garantiza todo lo que los chilenos quieren.', 'Navia, profesor de la NYU, está de acuerdo y dice que los legisladores deberían centrarse en mejorar la economía.', '«No se puede escribir en la constitución que habrá mejores pensiones. Primero se necesita el dinero para las pensiones. Y eso se puede lograr con un mejor crecimiento, más inversión extranjera y varias otras mejoras que una nueva constitución podría terminar haciendo más difícil de obtener».', 'Christopher Ulloa informó desde Santiago de ChileReferendo']",['Rafael Romo'],['2020/10/24']
https://cnnespanol.cnn.com/video/chile-toque-de-queda-tension-protesta-emergencia-ulloa-informe/,"Saqueos, vandalismo y destrucción en Chile","['Por lo menos tres personas murieron en las últimas 24 horas en Chile y la violencia no se limita a Santiago. Ha habido nuevos enfrentamientos entre manifestantes y carabineros, la fuerza policiaca nacional, así como actos de vandalismo, incluyendo incendios provocados y destrucción de propiedad pública y privada, además de saqueos.']",['Cristopher Ulloa'],['2019-10-20']
https://cnnespanol.cnn.com/video/chile-protestas-influencia-izquierda-gente-gobierno-camilo-sot/,Gloria Álvarez opina sobre las protestas en Chile,['La politóloga Gloria Álvarez opina que las protestas en Chile continúan por la influencia extranjera de la izquierda en el país.'],['Camilo Egaña'],['2019-12-09']
https://cnnespanol.cnn.com/video/crisis-chile-suspende-cumbres-internacionales-anuncio-pinera-apec-cop25-maria-murillo-intv-serbia-dinero/,Chile suspende cumbres internacionales: ¿decisión correcta?,"['El anuncio del presidente Sebastián Piñera de suspender la realización de la Conferencia de las Naciones Unidas sobre el Cambio Climático de 2019 (COP25) y el Foro de Cooperación Económica Asia-Pacífico (Apec) terminó por afectar también la reunión clave entre Trump y Xi. La discusión con María Victoria Murillo, directora del Instituto para Estudios Latinoamericanos de la Universidad de Columbia desde Nueva York.']",['Xavier Serbiá'],['2019-10-31']
https://cnnespanol.cnn.com/video/manifestacion-chile-atropella-manifestantes-patricia-ramos-realidades-en-contexto-cnnee/,Chile: Arrollamiento contra manifestantes causa dos muertos,['Dos personas murieron tras ser atropelladas por un automóvil que arremetió contra los manifestantes en la ciudad de San Pedro de la Paz este martes por la noche.'],['Patricia Ramos'],['2019-10-24']
https://cnnespanol.cnn.com/video/soledad-cedro-chile-motivos-protestas-fuentes-confiables-sot/,Soledad Cedro: «Hay un reclamo genuino en Chile»,['La periodista Soledad Cedro analiza los motivos de las protestas en Chile y los reclamos del pueblo hacia el gobierno.'],['Fernando del Rincón'],['2019-11-01']
https://cnnespanol.cnn.com/video/chile-protestas-muertes-3-italia-enfrentamientos/,Chile vive una nueva ola de violencia,['Manifestantes van a Plaza de Italia para protestar contra el Gobierno de Sebastián Piñera. Christopher Ulloa reporta sobre los recientes enfrentamientos entre civiles y las autoridades.'],['CNN Español'],['2019-10-20']
